,0
2388,colon
2389,colon
2390,colon
2391,colon
2392,colon
2393,colon
2394,colon
2395,colon
2396,colon
2397,colon
2398,colon
2399,colon
2400,colon
2401,colon
2402,colon
2403,colon
2404,colon
2405,colon
2406,colon
2407,colon
2408,colon
2409,colon
2410,colon
2411,colon
2412,colon
2413,colon
2414,colon
2415,colon
2416,colon
2417,colon
2418,colon
2419,colon
2420,colon
2421,colon
2422,colon
2423,colon
2424,colon
2425,colon
2426,colon
2427,colon
2428,colon
2429,colon
2430,colon
2431,colon
2432,colon
2433,colon
2434,colon
2435,colon
2436,colon
2437,colon
2438,colon
2439,colon
2440,colon
2441,colon
2442,colon
2443,colon
2444,colon
2445,colon
2446,colon
2447,colon
2448,colon
2449,colon
2450,colon
2451,colon
2452,colon
2453,colon
2454,colon
2455,colon
2456,colon
2457,colon
2458,colon
2459,colon
2460,colon
2461,colon
2462,colon
2463,colon
2464,colon
2465,colon
2466,colon
2467,colon
2468,colon
2469,colon
2470,colon
2471,colon
2472,colon
2473,colon
2474,colon
2475,colon
2476,colon
2477,colon
2478,colon
2479,colon
2480,colon
2481,colon
2482,colon
2483,colon
2484,colon
2485,colon
2486,colon
2487,colon
2488,colon
2489,colon
2490,colon
2491,colon
2492,colon
2493,colon
2494,colon
2495,colon
2496,colon
2497,colon
2498,colon
2499,colon
2500,colon
2501,colon
2502,colon
2503,colon
2504,colon
2505,colon
2506,colon
2507,colon
2508,colon
2509,colon
2510,colon
2511,colon
2512,colon
2513,colon
2514,colon
2515,colon
2516,colon
2517,colon
2518,colon
2519,colon
2520,colon
2521,colon
2522,colon
2523,colon
2524,colon
2525,colon
2526,colon
2527,colon
2528,colon
2529,colon
2530,colon
2531,colon
2532,colon
2533,colon
2534,colon
2535,colon
2536,colon
2537,colon
2538,colon
2539,colon
2540,colon
2541,colon
2542,colon
2543,colon
2544,colon
2545,colon
2546,colon
2547,colon
2548,colon
2549,colon
2550,colon
2551,colon
2552,colon
2553,colon
2554,colon
2555,colon
2556,colon
2557,colon
2558,colon
2559,colon
2560,colon
2561,colon
2562,colon
2563,colon
2564,colon
2565,colon
2566,colon
2567,colon
2568,colon
2569,colon
2570,colon
2571,colon
2572,colon
2573,colon
2574,colon
2575,colon
2576,colon
2577,colon
2578,colon
2579,colon
2580,colon
2581,colon
2582,colon
2583,colon
2584,colon
2585,colon
2586,colon
2587,colon
2588,colon
2589,colon
2590,colon
2591,colon
2592,colon
2593,colon
2594,colon
2595,colon
2596,colon
2597,colon
2598,colon
2599,colon
2600,colon
2601,colon
2602,colon
2603,colon
2604,colon
